Month,GMT,RNXO,RO3,RPM25,RSO2
1.4.18,01:00,45.73,1696,16.99,0.74
1.9.10,20:00,129.5266667,350,14.64333333,2.993333333
1.10.16,20:00,175.2935484,32,21.95806452,4.987096774
1.5.16,22:00,95.06129032,1587,14.99032258,3.698387097
1.12.10,16:00,221.5193548,1944,23.42903226,4.412903226
1.4.10,06:00,207.6566667,466,23.77333333,5.21
1.12.18,18:00,162.4548387,338,13.40322581,2.608695652
1.7.12,22:00,104.8548387,848,12.67096774,1.887096774
1.6.15,15:00,138.47,1867,13.05666667,5.453333333
1.7.12,18:00,135.2870968,1508,12.23225806,3.34516129
1.9.14,18:00,170.22,686,24.33,6.866666667
1.6.15,06:00,172.59,809,12.64666667,6.026666667
1.2.14,13:00,133.9678571,1591,8.139285714,3.021428571
1.10.16,05:00,174.2451613,1948,15.37741935,5.709677419
1.10.17,09:00,151.4064516,683,10.66129032,1.835483871
1.7.13,15:00,126.2419355,1897,15.10322581,3.209677419
1.11.14,12:00,232.6793103,240,18.18275862,3.734482759
1.12.16,22:00,235.9322581,27,27.59354839,6.048387097
1.6.16,09:00,159.8916667,1107,12.215,6.905
1.8.10,03:00,54.15483871,783,9.825806452,2.441935484
1.10.14,15:00,179.7516129,852,11.96451613,3.464516129
1.7.14,23:00,76.63870968,1073,12.28709677,2.603225806
1.2.13,06:00,169.5678571,674,19.675,3.821428571
1.4.12,20:00,121.2566667,1583,14.04333333,1.983333333
1.7.15,18:00,124.6354839,1775,12.27419355,6.093548387
1.5.16,12:00,131.1725806,1827,13.00322581,4.273770492
1.6.12,10:00,134.0733333,1642,11.77333333,2.416666667
1.12.18,00:00,93.19354839,918,11.87096774,1.025
1.3.12,09:00,238.0032258,398,33.15806452,5.561290323
1.8.10,07:00,147.1225806,271,11.65806452,3.664516129
1.7.18,07:00,123.7290323,737,13.24516129,-1.277419355
1.6.14,03:00,79.74,672,11.51666667,1.77
1.1.10,12:00,186.4354839,348,24.68709677,5.541935484
1.7.17,11:00,121.5064516,1265,9.496774194,0.951612903
1.3.10,05:00,110.2290323,664,15.83870968,2.912903226
1.6.16,08:00,171.2,891,12.59666667,6.99
1.11.12,10:00,240.0733333,285,15.85,3.893333333
1.6.16,15:00,137.3916667,1695,12.95166667,6.125
1.5.14,13:00,153.7387097,1821,11.00967742,2.067741935
1.7.16,00:00,60.98064516,720,10.21935484,1.770967742
1.11.10,05:00,124.6366667,360,17.24333333,3.156666667
1.2.17,04:00,60.63214286,1344,15.33928571,3.967857143
1.5.12,09:00,166.2967742,1615,19.6,3.477419355
1.11.10,00:00,145.8466667,260,26.2,3.65
1.11.11,23:00,146.27,76,24.92333333,2.716666667
1.7.13,11:00,142.716129,1640,14.9,3.458064516
1.10.17,10:00,143.3,827,10.28709677,1.667741935
1.9.16,01:00,62.98333333,518,11.89,1.686666667
1.4.15,16:00,146.9533333,1749,14.43,1.606666667
1.2.14,21:00,101.6714286,1413,10.09642857,2.467857143
1.8.14,18:00,112.5677419,1414,10.37096774,2.85483871
1.11.14,06:00,217.1896552,4,18.82068966,4.103448276
1.4.12,16:00,145.2466667,1858,11.63333333,2.376666667
1.11.17,11:00,174.0566667,533,11.32,3.966666667
1.6.15,04:00,85.68333333,1058,11.13333333,4.41
1.8.15,17:00,136.3451613,1585,11.8,0.609677419
1.8.12,09:00,146.3741935,1012,15.69032258,2.919354839
1.3.17,20:00,143.7129032,1019,15.6483871,2.35483871
1.11.11,17:00,232.1833333,1932,28.16,3.45
1.5.12,21:00,100.5774194,1653,18.97096774,2.316129032
1.7.11,05:00,129.316129,462,13.28709677,2.658064516
1.9.17,13:00,130.4733333,1106,10.56666667,2.089655172
1.7.12,06:00,174.2935484,259,13.77741935,2.774193548
1.6.16,04:00,84.23833333,757,11.16333333,5.493333333
1.10.15,07:00,252.1322581,1941,19.97096774,1.016
1.7.17,06:00,132.3419355,300,9.267741935,1.177419355
1.11.18,16:00,152.5766667,205,14.22333333,6.55
1.8.18,03:00,49.11612903,227,6.880645161,1.574193548
1.7.18,03:00,49.80322581,887,12.32580645,-2.012903226
1.3.16,19:00,163.9967742,1004,20.02580645,3.387096774
1.3.15,11:00,156.4580645,1343,19.11935484,3.45483871
1.6.11,14:00,124.19,1682,12.12666667,2.64
1.5.13,22:00,108.2032258,1643,15.57096774,3.280645161
1.1.11,05:00,87.13870968,945,14.68064516,2.693548387
1.9.10,11:00,140.9166667,1009,14.26333333,4.4
1.10.13,13:00,155.316129,846,11.23548387,3.583870968
1.4.16,03:00,77.29,1356,10.83666667,5.236666667
1.3.10,09:00,166.5741935,699,18.44193548,4.512903226
1.1.16,09:00,273.2354839,303,14.60322581,5.283870968
1.6.15,14:00,141.47,1832,12.60666667,5.526666667
1.5.17,11:00,129.6225806,1665,12.5,2.383870968
1.2.17,16:00,166.45,936,17.70714286,5.225
1.8.13,13:00,130.3193548,1722,11.69032258,2.906451613
1.2.17,18:00,183.3535714,540,20.53928571,5.142857143
1.12.13,17:00,223.8032258,357,17.52903226,3.693548387
1.12.16,06:00,241.5645161,2,21.10322581,6.635483871
1.6.12,00:00,68.82666667,1560,11.38333333,1.58
1.2.12,19:00,203.6241379,126,21.4137931,3.372413793
1.8.17,16:00,116.0064516,1427,8.980645161,0.570967742
1.7.13,17:00,123.1903226,1878,15.38064516,2.977419355
1.3.11,23:00,144.8612903,423,34.61290323,2.864516129
1.11.11,00:00,138.6266667,20,24.90666667,3.076666667
1.1.13,16:00,221.416129,222,20.6,4.519354839
1.7.14,04:00,83.07419355,561,12.39354839,2.706451613
1.12.12,14:00,211.283871,696,13.98064516,4.938709677
1.1.16,00:00,117.7258065,1258,12.80322581,3.158064516
1.4.18,22:00,87.27,1391,18.13,0.673333333
1.4.18,00:00,54.96666667,1644,16.73666667,0.91
1.5.11,06:00,148.7580645,1098,15.10645161,3.064516129
1.5.10,04:00,105.9677419,800,17.91290323,3.248387097
1.7.14,07:00,150.5225806,471,13.48709677,4.070967742
1.4.13,23:00,85.41333333,1780,17.08,1.546666667
1.6.11,20:00,99.28333333,1239,11.58,1.906666667
1.10.14,04:00,93.66451613,602,10.81290323,2.796774194
1.2.17,08:00,215.3178571,252,19.56428571,6.060714286
1.11.14,02:00,114.5344828,249,18.76551724,2.331034483
1.12.13,14:00,190.2741935,911,14.09354839,2.870967742
1.8.17,09:00,132.6612903,655,9.419354839,0.793333333
1.10.13,04:00,91.14516129,771,10.88387097,2.812903226
1.11.10,06:00,177.7033333,144,18.84333333,3.833333333
1.12.15,22:00,99.99677419,1397,12.21612903,1.390322581
1.4.11,20:00,121.6266667,1604,27.08333333,2.953333333
1.12.11,09:00,191.3096774,490,9.090322581,3.703225806
1.2.13,18:00,202.2464286,585,23.23571429,3.95
1.5.17,23:00,76.25483871,1299,13.71612903,1.464516129
1.9.15,22:00,134.9533333,307,13.84,0.460714286
1.10.12,07:00,241.5709677,10,17.20645161,4.941935484
1.6.14,10:00,162.64,1390,10.92666667,3.486666667
1.4.16,21:00,138.3466667,1115,13.92666667,5.43
1.6.12,12:00,129.1466667,1763,11.89666667,2.35
1.4.10,09:00,145.01,1608,20.29666667,5.75
1.8.13,11:00,135.6774194,1514,12.5483871,2.822580645
1.7.18,23:00,66.76129032,1369,11.58387097,-2.261290323
1.11.14,15:00,243.5310345,137,18.38275862,3.579310345
1.3.11,10:00,201.5354839,694,34.09032258,5.358064516
1.6.17,08:00,139.3366667,1147,11.13,2.42
1.9.15,03:00,87.04333333,283,10.98,-0.139285714
1.3.16,21:00,139.9483871,1032,19.81612903,3.248387097
1.8.14,04:00,82.3516129,630,9.14516129,2.387096774
1.11.16,21:00,199.6166667,104,18.18,5.583333333
1.3.14,18:00,204.6451613,506,25.61290323,3.380645161
1.5.10,10:00,122.9,1686,14.5516129,4.451612903
1.1.16,21:00,165.2258065,812,16.18709677,4.009677419
1.10.10,08:00,197.8,123,17.56451613,4.412903226
1.5.15,02:00,48.51290323,1744,8.825806452,2.132258065
1.3.15,08:00,199.9064516,637,20.32580645,3.990322581
1.12.17,02:00,64.99032258,1116,8.006451613,4.522580645
1.11.10,07:00,224.64,58,20.61,4.64
1.8.15,01:00,61,1066,11.80322581,0.080645161
1.7.15,08:00,164.9774194,1027,10.56774194,7.066666667
1.9.15,01:00,80.68333333,469,11.41,0.246428571
1.7.10,03:00,55.69677419,898,11.13225806,2.409677419
1.10.14,00:00,89.32580645,720,10.75483871,2.877419355
1.10.11,13:00,149.6225806,1370,12.14193548,3.077419355
1.6.11,09:00,135.7766667,1113,12.86,2.72
1.5.18,03:00,57.73225806,1313,19.30322581,0.938709677
1.3.18,06:00,144.2387097,582,14.9516129,5.280645161
1.5.10,02:00,72.71612903,1231,16.67741935,2.887096774
1.1.14,00:00,119.9741935,1324,12.07419355,1.477419355
1.1.13,03:00,94.01290323,1057,17.53225806,3.296774194
1.12.10,17:00,219.9774194,1945,23.7516129,4.283870968
1.11.12,08:00,279.95,50,16.79,4.426666667
1.7.15,16:00,143.9225806,1822,10.83225806,5.874193548
1.1.11,12:00,161.7677419,596,17.11290323,3.935483871
1.7.16,04:00,81.17741935,214,9.106451613,2.238709677
1.12.15,11:00,154.483871,1264,11.99354839,1.870967742
1.5.17,09:00,139.016129,1449,12.50322581,2.490322581
1.7.18,11:00,102.6677419,1845,11.68709677,-1.351612903
1.7.14,19:00,101.6677419,1526,12.87419355,3.209677419
1.2.14,20:00,112.3357143,1322,10.16785714,2.442857143
1.2.18,20:00,126.5821429,572,13.93214286,2.746428571
1.3.17,01:00,62.32580645,1700,10.89354839,1.74516129
1.6.10,06:00,163.6666667,369,21.02,4.603333333
1.12.12,01:00,116.8677419,1131,13.16451613,2.861290323
1.1.18,01:00,61.12258065,1557,9.293548387,2.109677419
1.11.13,16:00,223.9633333,46,14.17,4.66
1.3.13,21:00,135.8,1275,25.89032258,3.261290323
1.3.11,16:00,151.9483871,1301,29.07419355,4.274193548
1.8.15,11:00,136.183871,1455,10.66451613,0.548387097
1.11.15,08:00,226.8266667,341,12.71333333,3.856666667
1.10.15,11:00,183.4903226,747,18.62580645,0.58
1.1.18,18:00,148.3548387,534,11.69677419,2.861290323
1.3.17,14:00,140.0225806,1706,13.80322581,2.473333333
1.6.10,13:00,117.6766667,1853,15.97333333,5.06
1.7.14,16:00,125.3709677,1712,13.69677419,3.703225806
1.4.15,15:00,145.4733333,1781,14.31666667,1.59
1.8.12,19:00,114.6774194,1259,12.72258065,2.35483871
1.2.14,12:00,137.0392857,1576,8.542857143,3.053571429
1.11.11,05:00,124.1733333,84,23.05,2.686666667
1.12.17,15:00,170.8903226,434,9.629032258,5.848387097
1.6.10,07:00,159.6166667,591,20.53,5.243333333
1.1.18,07:00,161.5129032,511,10.51612903,3.748387097
1.2.13,21:00,142.7714286,970,23.62857143,3.492857143
1.11.12,14:00,207.8566667,469,13.87333333,3.583333333
1.5.11,16:00,107.1580645,1896,12.73548387,2.390322581
1.8.11,05:00,148.0258065,85,13.81290323,3.070967742
1.3.15,03:00,55.83870968,1506,17.28387097,1.429032258
1.7.15,13:00,146.4322581,1708,10.74193548,6.364516129
1.2.10,04:00,75.16071429,1051,17.99642857,3.589285714
1.12.12,16:00,222.916129,571,14.43870968,5.25483871
1.3.17,10:00,161.6967742,1407,14.56451613,2.764516129
1.7.15,07:00,167.6774194,872,11.5,7.2
1.2.13,13:00,175.5107143,1366,21.1,4.246428571
1.7.13,04:00,88.49032258,575,15.17419355,2.122580645
1.6.15,17:00,138.32,1871,13.86333333,5.45
1.1.17,05:00,188.8064516,133,21.12258065,8.980645161
1.10.13,16:00,162.1258065,628,12.28064516,3.170967742
1.11.12,02:00,101.13,761,16.32666667,2.036666667
1.9.15,10:00,176.8966667,828,11.29666667,1.603571429
1.1.15,14:00,176.2806452,839,12.99032258,4.570967742
1.1.15,03:00,76.28709677,1512,10.44516129,2.796774194
1.1.11,09:00,188.2870968,250,18.26129032,4.306451613
1.11.12,17:00,255.2133333,31,18.90666667,4.163333333
1.12.11,23:00,103.9935484,963,9.703225806,2.341935484
1.10.10,05:00,150,169,16.42903226,3.225806452
1.1.10,22:00,149.9387097,28,25.74516129,4.383870968
1.1.14,09:00,241.2548387,485,11.21935484,2.75483871
1.3.17,02:00,52.36451613,1719,11.31290323,1.690322581
1.8.17,04:00,86.94516129,155,10.93548387,1.338709677
1.4.15,07:00,205.26,741,19.19666667,2.733333333
1.12.11,07:00,175.5741935,623,8.403225806,3.206451613
1.9.18,18:00,116.4933333,1137,9.913333333,0.13
1.12.12,06:00,161.3354839,801,11.91935484,3.580645161
1.5.15,13:00,128.983871,1854,10.66129032,3.496666667
1.8.10,14:00,122.6709677,1247,11.04193548,3.706451613
1.7.18,02:00,44.50967742,1081,11.79677419,-2.248387097
1.3.10,14:00,116.4548387,1295,14.18387097,3.870967742
1.10.17,02:00,51.56774194,1136,8.235483871,0.893548387
1.7.18,13:00,98.59677419,1907,11.49677419,-1.461290323
1.1.14,17:00,200.1580645,502,12.99677419,1.538709677
1.6.12,14:00,129.9166667,1806,12.74333333,2.25
1.6.11,06:00,154.95,504,13.05666667,2.783333333
1.8.16,23:00,82.2483871,776,12.95483871,1.567741935
1.2.12,04:00,98.26551724,1011,19.37586207,2.44137931
1.1.12,05:00,108.9548387,1034,13.82580645,2.096774194
1.9.11,18:00,161.4033333,818,14.96666667,1.98
1.6.11,11:00,131.2666667,1509,12.82666667,2.676666667
1.9.18,08:00,143.62,501,12.21333333,0.706666667
1.4.12,06:00,194.7033333,1061,16.59333333,2.853333333
1.10.16,13:00,164.1032258,841,14.42580645,4.474193548
1.9.18,09:00,122.5833333,875,10.42,0.31
1.7.15,19:00,109.7,1709,12.7,5.967741935
1.10.11,04:00,110.9451613,647,13.82258065,2.251612903
1.2.16,01:00,100.8034483,1325,12.11724138,3.534482759
1.1.16,22:00,156.3612903,917,14.9516129,3.877419355
1.5.17,03:00,55.6,1201,12.7483871,1.54516129
1.6.14,02:00,66.51666667,995,11.16333333,1.666666667
1.11.17,05:00,114.6433333,420,10.44,4.817241379
1.6.11,16:00,123.6233333,1652,12.14666667,2.336666667
1.10.11,18:00,176.0935484,371,16.93225806,2.806451613
1.12.16,10:00,313.7709677,17,23.41612903,6.793333333
1.12.17,13:00,160.5806452,629,9.919354839,6.074193548
1.3.18,18:00,135.2225806,998,15.67096774,3.809677419
1.3.13,16:00,177.4580645,1687,21.73225806,3.496774194
1.9.17,22:00,102.2066667,353,13.11333333,1.37
1.9.18,05:00,125.3866667,258,10.22333333,1.883333333
1.8.13,07:00,176.9225806,259,15.24516129,3.312903226
1.10.15,02:00,70.28387097,454,15.26451613,-1.18
1.12.15,01:00,50.97419355,1664,10.26774194,1.509677419
1.9.17,11:00,133.41,849,12.05333333,1.77
1.9.14,11:00,179.92,942,21.95333333,6.866666667
1.3.10,06:00,172.6903226,231,17.96129032,3.658064516
1.10.11,14:00,153.6935484,1311,12.76129032,3.077419355
1.10.11,11:00,154.5967742,1119,12.13548387,3.248387097
1.8.11,17:00,132.8225806,1289,11.29677419,3.103225806
1.9.11,15:00,146.4166667,1458,12.93666667,2.33
1.9.12,13:00,145.5533333,1539,10.68,3.28
1.12.17,11:00,170.6677419,577,9.548387097,5.767741935
1.4.17,09:00,138.51,1671,12.40333333,3.616666667
1.6.14,14:00,143.2566667,1738,10.82333333,3.963333333
1.10.13,03:00,67.59032258,951,10.56774194,2.306451613
1.5.11,20:00,91.81935484,1799,12.81612903,2.219354839
1.9.12,16:00,148.1333333,1492,11.24666667,2.99
1.2.15,10:00,208.5821429,709,15.18571429,6.232142857
1.12.12,19:00,197.7870968,587,15.73225806,4.209677419
1.4.14,14:00,148.98,1713,16.79,2.566666667
1.7.13,05:00,138.6451613,304,17.1,2.990322581
1.1.12,21:00,144.7322581,381,16.89354839,2.748387097
1.2.10,12:00,152.8035714,1174,16.19285714,5.292857143
1.4.11,06:00,203.6366667,374,35.54333333,3.763333333
1.6.15,11:00,143.98,1693,12.45666667,5.743333333
1.4.10,23:00,103.2133333,1383,18.12,3.86
1.2.16,04:00,89.75862069,1315,10.88965517,3.044827586
1.3.17,05:00,96.48387097,1284,12.58709677,3.064516129
1.2.17,23:00,100.3964286,1211,17.13214286,4.085714286
1.7.18,22:00,73.9,1451,11.75483871,-2.258064516
1.5.17,07:00,155.4548387,952,13.68064516,2.787096774
1.8.18,23:00,71.67419355,376,8.809677419,1.203225806
1.12.12,15:00,214.7806452,640,13.7516129,4.996774194
1.12.10,23:00,146.5129032,8,22.87419355,3.396774194
1.7.10,22:00,89.39677419,904,11.9516129,2.635483871
1.1.16,14:00,198.7419355,734,13.31935484,3.606451613
1.8.12,12:00,134.5870968,1573,13.79354839,2.629032258
1.3.15,21:00,131.8322581,915,22.66774194,2.561290323
1.11.18,08:00,183.8066667,74,14.86666667,6.85862069
1.10.11,10:00,164.6516129,861,12.98064516,3.277419355
1.7.10,10:00,132.3548387,996,12.65483871,3.64516129
1.11.18,00:00,91.34666667,392,15.26666667,4.813333333
1.4.17,19:00,103.7,1690,13.82,3.16
1.12.13,04:00,79.39032258,1407,11.05806452,2.4
1.12.13,19:00,208.2645161,486,17.23548387,3.519354839
1.8.11,21:00,109.0258065,552,12.81935484,2.651612903
1.3.13,17:00,183.3322581,1572,22.43225806,3.638709677
1.6.15,22:00,91.98666667,1521,14.01666667,4.876666667
1.7.17,18:00,109.9258065,1510,10.51612903,0.761290323
1.3.11,14:00,149.6741935,1377,29.81935484,4.851612903
1.12.18,14:00,136.4741935,699,10.30967742,3.145454545
1.1.14,19:00,172.1774194,740,13.56774194,1.503225806
1.4.11,19:00,121.5333333,1788,24.49,2.706666667
1.2.10,18:00,173.1321429,345,18.41071429,4.617857143
1.7.12,13:00,140.7741935,1694,12.87096774,2.367741935
1.4.13,22:00,98.87,1757,17.74,1.786666667
1.1.18,06:00,124.9709677,838,9.848387097,3.741935484
1.8.17,13:00,115.3193548,1323,8.490322581,0.503333333
1.6.17,11:00,123.9233333,1617,10.11,2.2
1.1.11,18:00,179.9290323,215,18.43548387,3.7
1.8.17,00:00,64.50322581,609,10.67419355,0.141935484
1.10.15,21:00,158.1258065,352,21.36451613,0.22
1.5.18,18:00,97,1900,17.69032258,1.358064516
1.8.12,16:00,128.6741935,1745,13.08387097,2.393548387
1.9.12,23:00,113.01,661,13.46,2.363333333
1.1.17,15:00,231.1645161,141,20.70645161,7.819354839
1.4.11,03:00,80.77666667,1277,31.41666667,2.176666667
1.5.10,21:00,106.4032258,1271,16.95806452,3.45483871
1.10.14,10:00,188.4032258,633,12.9,4.036666667
1.12.13,13:00,184.2354839,991,13.52903226,2.864516129
1.12.14,11:00,214.3548387,605,13.38064516,4.048387097
1.2.13,10:00,219.7035714,937,22.62857143,4.817857143
1.8.11,03:00,65.42258065,494,10.90322581,2.248387097
1.6.10,22:00,91.85,1195,17.8,3.843333333
1.10.10,03:00,71.01612903,788,14.10645161,2.458064516
1.5.16,19:00,107.1854839,1798,14.38225806,3.840322581
1.9.17,21:00,111.7066667,354,13.46333333,1.356666667
1.3.15,04:00,68.36774194,1348,16.9483871,1.806451613
1.2.16,02:00,88.61724138,1338,11.44827586,3.051724138
1.12.13,21:00,169.1935484,726,17.3516129,3.24516129
1.1.16,08:00,275.9774194,218,13.67741935,5.241935484
1.4.17,12:00,118.8466667,1839,11.59333333,3.689655172
1.3.17,13:00,138.8225806,1685,13.92258065,2.523333333
1.4.18,19:00,99.04,1423,18.90333333,0.883333333
1.12.14,19:00,207.2967742,312,16.45483871,3.461290323
1.5.15,01:00,51.9,1784,9.183870968,2.025806452
1.10.12,11:00,178.583871,707,15.81290323,4.493548387
1.5.18,04:00,82.69354839,1016,19.26129032,1.74516129
1.11.15,07:00,215.7133333,367,12.52333333,3.84
1.9.16,14:00,155.75,1273,12.02666667,2.55
1.11.13,05:00,113.5633333,282,11.20333333,3.253333333
1.4.17,05:00,154.0833333,729,14.62333333,4.323333333
1.1.11,02:00,66.95806452,1202,15.22580645,2.34516129
1.10.15,19:00,183.9516129,225,21.88064516,0.212
1.7.15,01:00,55.53870968,1463,10.33225806,5.387096774
1.9.18,11:00,99.04333333,1378,8.476666667,0.07
1.12.18,15:00,147.0903226,481,10.71935484,3.756521739
1.2.16,21:00,165.9655172,881,15.81724138,4.14137931
1.7.13,06:00,173.2967742,366,17.9483871,3.432258065
1.3.11,00:00,138.3709677,550,34.08064516,3.419354839
1.8.18,22:00,79.65483871,416,9.058064516,1.370967742
1.4.11,12:00,125.3833333,1904,22.32666667,3.273333333
1.2.17,15:00,159.8714286,1085,18.16071429,5.328571429
1.10.17,23:00,98.08387097,733,11.23870968,1.451612903
1.2.18,01:00,70.55714286,1152,11.73214286,2.217857143
1.2.15,13:00,185.2142857,966,13.90357143,6.075
1.3.16,16:00,167.4548387,1454,15.81290323,3.64516129
1.11.17,20:00,184.6433333,92,18.91666667,4.927586207
1.3.17,18:00,165.1258065,1168,14.79032258,2.322580645
1.3.15,18:00,176.4580645,870,21.29354839,2.748387097
1.4.10,08:00,163.6566667,1293,22.80333333,5.59
1.3.11,17:00,160.6548387,997,29.56774194,3.941935484
1.2.11,13:00,161.7464286,983,22.69285714,3.421428571
1.3.11,12:00,160.8870968,1160,31.45483871,4.819354839
1.11.16,05:00,141.2066667,294,11.77666667,6.05
1.5.18,01:00,54.61612903,1647,20.27096774,0.874193548
1.11.18,13:00,133.3166667,614,13.44666667,6.165517241
1.4.17,23:00,91.09666667,1562,13.24,3
1.7.12,01:00,62.96451613,1042,11.61935484,1.258064516
1.8.14,10:00,122.4483871,1308,8.809677419,3.548387097
1.8.15,07:00,155.4935484,470,12.73225806,1.248387097
1.2.16,00:00,124.9793103,1240,13.24827586,3.775862069
1.1.10,21:00,157.9645161,0,26.13548387,4.629032258
1.6.15,08:00,177.12,1172,12.36333333,6.273333333
1.4.14,23:00,103.4033333,802,21.4,1.54
1.3.10,23:00,95.78709677,842,16.03225806,2.783870968
1.9.18,03:00,61.80333333,668,8.736666667,-0.026666667
1.2.15,16:00,199.2464286,682,14.56071429,6.15
1.10.12,20:00,143.0806452,220,17.09677419,3.429032258
1.8.18,01:00,48.63870968,508,7.322580645,1.525806452
1.6.10,17:00,109.0333333,1864,16.33333333,4.6
1.8.13,06:00,181.2741935,128,16.10645161,3.04516129
1.5.16,18:00,116.066129,1833,13.83870968,3.887096774
1.4.18,07:00,145.9066667,946,17.42333333,1.893333333
1.5.10,07:00,156.3193548,1188,17.6516129,4.387096774
1.8.11,15:00,131.8548387,1428,11.84193548,3.090322581
1.8.18,02:00,45.76774194,343,7.019354839,1.509677419
1.5.13,06:00,184.4258065,1088,16.83225806,4.974193548
1.7.18,01:00,46.56451613,1272,11.8,-2.383870968
1.11.16,16:00,251.0266667,99,14.36666667,6.736666667
1.2.11,17:00,180.2392857,400,25.38928571,3.125
1.6.13,21:00,101.6,1153,13.72,1.486666667
1.2.11,21:00,116.9464286,689,25.28928571,2.428571429
1.6.15,02:00,51.51333333,1488,10.4,4.263333333
1.4.13,09:00,154.6533333,1850,18.85333333,2.816666667
1.4.14,10:00,168.17,1408,19.68,2.906666667
1.1.15,22:00,146.8387097,808,14.67741935,3.74516129
1.12.10,19:00,206.8612903,1964,24.48064516,4.393548387
1.3.16,13:00,157.483871,1538,16.8483871,3.632258065
1.3.14,15:00,161.1548387,1590,18.81290323,2.916129032
1.10.12,13:00,169.3967742,776,16.01935484,4.551612903
1.2.13,16:00,194.3678571,949,21.42142857,4.1
1.3.16,02:00,65.1516129,1528,17.69677419,2.458064516
1.6.16,02:00,48.93666667,1230,10.40666667,5.153333333
1.3.15,09:00,182.8354839,968,20.23870968,3.75483871
1.1.14,23:00,126.9419355,1091,12.63548387,1.651612903
1.4.11,05:00,163.9633333,516,34.39,3.066666667
1.12.15,07:00,148.2677419,1203,10.37096774,1.519354839
1.7.17,22:00,86.85806452,769,9.987096774,0.35483871
1.5.10,05:00,150.7,624,19.0516129,3.825806452
1.10.10,23:00,109.8677419,465,16.21612903,3.019354839
1.12.10,21:00,167.0741935,1958,24.28387097,4.05483871
1.2.12,09:00,253.2103448,170,24.91034483,4.827586207
1.10.14,19:00,168.616129,224,15.54193548,3.170967742
1.11.15,18:00,179.36,618,13.81666667,3.1
1.6.10,02:00,61.60333333,1083,16.80666667,3.02
1.2.16,20:00,179.2896552,775,16.25172414,3.989655172
1.9.14,22:00,128.8266667,391,28.86666667,4.153333333
1.8.14,05:00,130.6129032,326,10.70645161,3.022580645
1.2.16,12:00,154.4655172,1294,11.35517241,3.748275862
1.12.15,18:00,159.9709677,1033,14.58709677,1.761290323
1.7.15,00:00,62.93548387,1530,10.66129032,5.416129032
1.3.13,00:00,116.7870968,1563,24.87741935,2.903225806
1.2.10,11:00,161.0607143,1000,17.56785714,5.228571429
1.5.11,18:00,101.5612903,1876,12.37419355,2.329032258
1.9.10,10:00,146.57,781,14.16333333,4.526666667
1.3.13,14:00,175.0290323,1748,22.33548387,3.619354839
1.7.18,09:00,111.3709677,1462,11.69677419,-1.238709677
1.10.18,12:00,116.1290323,882,10.17096774,-1.151612903
1.10.18,04:00,80.42903226,432,9.664516129,-0.861290323
1.7.11,09:00,136.1645161,1256,12.84193548,3.109677419
1.1.13,08:00,265.3419355,142,20.04516129,5.148387097
1.9.16,02:00,60.19,599,11.42666667,1.603333333
1.4.12,02:00,55.61666667,1836,12.65666667,1.273333333
1.12.14,07:00,205.2677419,402,12.70322581,3.667741935
1.6.17,02:00,45.62333333,1249,10.4,1.443333333
1.10.15,08:00,242.5322581,67,20.25483871,1.020833333
1.4.11,16:00,118.8833333,1919,21.08,2.783333333
1.3.14,19:00,199.0096774,339,27.70967742,3.6
1.10.17,17:00,159.0580645,464,12.54193548,1.548387097
1.5.15,00:00,63.46451613,1754,9.780645161,2.229032258
1.6.18,23:00,60.28,1467,11.03666667,1.916666667
1.2.16,10:00,202.5068966,941,13.60344828,4.855172414
1.7.12,16:00,142.0258065,1688,12.31935484,2.5
1.4.15,02:00,60.95,1500,14.22,-0.09
1.11.12,05:00,132.45,347,15.31333333,2.496666667
1.10.14,20:00,147.9096774,270,15.28709677,3.283870968
1.7.14,13:00,134.1354839,1668,13.46129032,3.932258065
1.10.16,04:00,110.7935484,78,14.18387097,4.761290323
1.7.10,15:00,114.8483871,1638,13.21612903,3.341935484
1.10.11,16:00,169.4032258,925,14.07741935,2.903225806
1.9.11,11:00,147.8633333,1191,13.08333333,2.736666667
1.9.16,21:00,126.7133333,363,14.52333333,2.076666667
1.1.11,16:00,171.3193548,327,17.00645161,3.548387097
1.9.16,22:00,115.7566667,346,13.24,2.16
1.6.15,07:00,182.2433333,973,12.96333333,6.163333333
1.10.11,08:00,221.9129032,132,16.81612903,3.716129032
1.7.13,07:00,179.1354839,616,17.3516129,3.725806452
1.4.18,16:00,106.52,1815,14.63666667,1.306666667
1.9.12,20:00,136.46,686,13.94666667,2.806666667
1.1.17,23:00,225.3419355,91,27.42258065,8.106451613
1.1.18,12:00,131.9967742,988,10.35483871,3.266666667
1.3.12,21:00,186.9258065,203,32.50967742,3.519354839
1.12.14,06:00,152.8258065,747,11.26451613,3.370967742
1.4.12,03:00,63.11333333,1802,12.47666667,1.386666667
1.10.13,07:00,230.7516129,149,14.26451613,4.422580645
1.5.17,16:00,121.7451613,1778,12.31290323,2.267741935
1.3.14,13:00,157.5516129,1589,19.43870968,2.951612903
1.3.13,13:00,176.7290323,1729,23.26451613,3.732258065
1.9.15,14:00,158.6733333,1503,10.52666667,1.235714286
1.6.13,12:00,141.69,1496,14.27333333,2.323333333
1.6.15,23:00,80.39,1481,13.40666667,4.873333333
1.5.12,00:00,64.09032258,1844,18.44516129,1.751612903
1.5.11,03:00,56.89032258,1651,11.99677419,1.774193548
