Month,GMT,RNXO,RO3,RPM25,RSO2,AQI
1.1.11,7:00,181.7677419,16.91290323,17.29354839,3.925806452,201.7677419
1.1.11,8:00,193.5483871,15.81935484,17.79032258,4.406451613,213.5483871
1.1.11,9:00,188.2870968,16.59677419,18.26129032,4.306451613,208.2870968
1.1.11,10:00,172.7290323,18.48064516,17.32258065,3.94516129,192.7290323
1.1.11,11:00,162.2258065,20.59677419,17.49032258,3.832258065,182.2258065
1.1.11,12:00,161.7677419,21.46451613,17.11290323,3.935483871,181.7677419
1.1.11,13:00,160.2806452,22.32903226,16.75806452,3.903225806,180.2806452
1.1.11,14:00,155.516129,22.77741935,16.39032258,3.951612903,175.516129
1.1.11,15:00,159.1129032,21.15483871,16.1483871,3.787096774,179.1129032
1.1.11,16:00,171.3193548,17.73548387,17.00645161,3.548387097,191.3193548
1.1.11,17:00,181.1645161,15.85483871,17.94193548,3.596774194,201.1645161
1.1.11,18:00,179.9290323,16.01612903,18.43548387,3.7,199.9290323
1.1.11,19:00,165.0451613,17.48064516,18.65806452,3.493548387,185.0451613
1.1.11,20:00,146.3870968,19.32580645,18.39677419,3.312903226,166.3870968
1.1.11,21:00,132.3290323,20.38709677,18.32580645,3.109677419,152.3290323
1.1.11,22:00,124.7,21.70322581,17.92903226,3.074193548,144.7
1.1.11,23:00,115.5580645,22.79354839,17.63870968,2.906451613,135.5580645
1.2.11,0:00,89.80714286,25.58571429,23.21428571,2.85,109.8071429
1.2.11,1:00,73.42142857,28.23928571,22.87857143,1.692857143,124.2767857
1.2.11,2:00,58.08571429,31.3,22.44642857,1.789285714,105.1071429
1.2.11,3:00,56.5,31.76071429,22.57142857,1.742857143,103.125
1.2.11,4:00,62.17142857,30.44285714,22.89285714,1.821428571,110.2142857
1.2.11,5:00,89.47857143,26.35357143,23.80714286,2.05,109.4785714
1.2.11,6:00,155.25,20.49642857,25.89642857,2.885714286,175.25
1.2.11,7:00,209.7,17.08214286,26.74642857,3.542857143,229.7
1.2.11,8:00,211.0857143,17.53571429,26.28571429,3.832142857,231.0857143
1.2.11,9:00,198.3357143,19.72142857,25.80357143,3.767857143,218.3357143
1.2.11,10:00,184.8785714,22.50714286,24.42857143,3.525,204.8785714
1.2.11,11:00,169.7392857,24.375,23.38928571,3.603571429,189.7392857
1.2.11,12:00,164.7464286,25.68928571,23.125,3.596428571,184.7464286
1.2.11,13:00,161.7464286,26.63571429,22.69285714,3.421428571,181.7464286
1.2.11,14:00,166.2357143,25.53928571,22.325,3.414285714,186.2357143
1.2.11,15:00,173.9,23.09642857,23.46071429,3.442857143,193.9
1.2.11,16:00,176.5071429,21.03571429,23.99642857,3.278571429,196.5071429
1.2.11,17:00,180.2392857,18.93571429,25.38928571,3.125,200.2392857
1.2.11,18:00,184.5607143,17.03928571,26.55357143,3.267857143,204.5607143
1.2.11,19:00,164.4035714,18.625,27.03571429,3.146428571,184.4035714
1.2.11,20:00,135.8464286,20.875,26.47142857,2.807142857,155.8464286
